Price,Date
55.256375,2011-02-09 00:00:00
52.50391666666666,2011-02-10 00:00:00
50.775875000000006,2011-02-11 00:00:00
46.215916666666665,2011-02-12 00:00:00
43.095875,2011-02-13 00:00:00
47.63491666666666,2011-02-14 00:00:00
52.159083333333335,2011-02-15 00:00:00
57.45083333333332,2011-02-16 00:00:00
55.571416666666664,2011-02-17 00:00:00
56.63733333333332,2011-02-18 00:00:00
53.113250000000015,2011-02-19 00:00:00
42.22054166666667,2011-02-20 00:00:00
55.58762500000001,2011-02-21 00:00:00
59.603125,2011-02-22 00:00:00
58.31395833333334,2011-02-23 00:00:00
57.39720833333334,2011-02-24 00:00:00
56.79320833333333,2011-02-25 00:00:00
49.91945833333335,2011-02-26 00:00:00
48.01349999999999,2011-02-27 00:00:00
58.556875,2011-02-28 00:00:00
58.78841666666667,2011-03-01 00:00:00
58.04091666666667,2011-03-02 00:00:00
58.12470833333333,2011-03-03 00:00:00
59.12854166666667,2011-03-04 00:00:00
51.25445833333334,2011-03-05 00:00:00
49.214874999999985,2011-03-06 00:00:00
57.59054166666667,2011-03-07 00:00:00
56.79479166666667,2011-03-08 00:00:00
50.52124999999999,2011-03-09 00:00:00
50.06733333333332,2011-03-10 00:00:00
54.069500000000005,2011-03-11 00:00:00
52.15854166666666,2011-03-12 00:00:00
46.37808333333333,2011-03-13 00:00:00
56.713166666666666,2011-03-14 00:00:00
55.05345833333331,2011-03-15 00:00:00
50.26045833333333,2011-03-16 00:00:00
56.23433333333333,2011-03-17 00:00:00
59.20108333333334,2011-03-18 00:00:00
55.07766666666666,2011-03-19 00:00:00
47.27645833333333,2011-03-20 00:00:00
63.26391666666667,2011-03-21 00:00:00
55.39845833333334,2011-03-22 00:00:00
53.91983333333332,2011-03-23 00:00:00
52.188583333333334,2011-03-24 00:00:00
49.51883333333333,2011-03-25 00:00:00
51.686249999999994,2011-03-26 00:00:00
49.03430434782609,2011-03-27 00:00:00
55.886541666666666,2011-03-28 00:00:00
54.98387500000001,2011-03-29 00:00:00
53.864750000000015,2011-03-30 00:00:00
50.563875,2011-03-31 00:00:00
52.398208333333336,2011-04-01 00:00:00
50.904,2011-04-02 00:00:00
48.11354166666667,2011-04-03 00:00:00
57.778,2011-04-04 00:00:00
56.098291666666675,2011-04-05 00:00:00
54.35612499999999,2011-04-06 00:00:00
53.338458333333335,2011-04-07 00:00:00
52.559958333333334,2011-04-08 00:00:00
48.81066666666667,2011-04-09 00:00:00
43.37104166666666,2011-04-10 00:00:00
51.404208333333344,2011-04-11 00:00:00
51.36579166666666,2011-04-12 00:00:00
55.63316666666666,2011-04-13 00:00:00
60.85212500000001,2011-04-14 00:00:00
57.00512499999999,2011-04-15 00:00:00
53.58679166666667,2011-04-16 00:00:00
48.48024999999999,2011-04-17 00:00:00
60.48425,2011-04-18 00:00:00
58.08158333333335,2011-04-19 00:00:00
56.449625000000005,2011-04-20 00:00:00
57.163249999999984,2011-04-21 00:00:00
49.360749999999996,2011-04-22 00:00:00
52.67804166666667,2011-04-23 00:00:00
37.939416666666666,2011-04-24 00:00:00
30.68641666666667,2011-04-25 00:00:00
51.89362499999999,2011-04-26 00:00:00
57.34275,2011-04-27 00:00:00
56.320625,2011-04-28 00:00:00
52.489625,2011-04-29 00:00:00
43.46770833333334,2011-04-30 00:00:00
36.80516666666666,2011-05-01 00:00:00
53.03262499999999,2011-05-02 00:00:00
60.112125,2011-05-03 00:00:00
61.33466666666667,2011-05-04 00:00:00
61.360375000000005,2011-05-05 00:00:00
59.42099999999999,2011-05-06 00:00:00
53.52995833333333,2011-05-07 00:00:00
37.45054166666666,2011-05-08 00:00:00
50.139833333333335,2011-05-09 00:00:00
61.96129166666666,2011-05-10 00:00:00
64.71904166666666,2011-05-11 00:00:00
66.45495833333332,2011-05-12 00:00:00
61.28049999999999,2011-05-13 00:00:00
57.20304166666667,2011-05-14 00:00:00
44.89033333333333,2011-05-15 00:00:00
57.75433333333334,2011-05-16 00:00:00
56.156208333333346,2011-05-17 00:00:00
64.18079166666668,2011-05-18 00:00:00
63.800000000000004,2011-05-19 00:00:00
62.717958333333335,2011-05-20 00:00:00
57.55845833333333,2011-05-21 00:00:00
47.62929166666667,2011-05-22 00:00:00
57.414874999999995,2011-05-23 00:00:00
60.807625,2011-05-24 00:00:00
60.911541666666665,2011-05-25 00:00:00
58.13,2011-05-26 00:00:00
56.062958333333334,2011-05-27 00:00:00
51.641124999999995,2011-05-28 00:00:00
45.41075000000001,2011-05-29 00:00:00
59.08258333333331,2011-05-30 00:00:00
59.22383333333334,2011-05-31 00:00:00
58.27645833333335,2011-06-01 00:00:00
48.72804166666666,2011-06-02 00:00:00
54.27525,2011-06-03 00:00:00
53.54912500000001,2011-06-04 00:00:00
46.97870833333332,2011-06-05 00:00:00
60.72233333333335,2011-06-06 00:00:00
61.33962499999999,2011-06-07 00:00:00
59.950916666666664,2011-06-08 00:00:00
57.13970833333334,2011-06-09 00:00:00
58.145833333333336,2011-06-10 00:00:00
51.28733333333333,2011-06-11 00:00:00
44.99762499999999,2011-06-12 00:00:00
50.43304166666667,2011-06-13 00:00:00
57.51720833333332,2011-06-14 00:00:00
62.024833333333326,2011-06-15 00:00:00
59.41987499999999,2011-06-16 00:00:00
55.37604166666665,2011-06-17 00:00:00
50.64054166666666,2011-06-18 00:00:00
35.28745833333334,2011-06-19 00:00:00
46.73141666666666,2011-06-20 00:00:00
56.84287499999999,2011-06-21 00:00:00
56.91891666666666,2011-06-22 00:00:00
48.321,2011-06-23 00:00:00
48.622791666666664,2011-06-24 00:00:00
49.935624999999995,2011-06-25 00:00:00
40.99420833333334,2011-06-26 00:00:00
52.44245833333332,2011-06-27 00:00:00
53.87445833333333,2011-06-28 00:00:00
52.55520833333333,2011-06-29 00:00:00
49.46454166666667,2011-06-30 00:00:00
50.289375,2011-07-01 00:00:00
84.6073333333333,2011-07-02 00:00:00
25.06445833333333,2011-07-03 00:00:00
57.776624999999996,2011-07-04 00:00:00
53.860791666666664,2011-07-05 00:00:00
60.56008333333333,2011-07-06 00:00:00
64.98608333333334,2011-07-07 00:00:00
61.07908333333332,2011-07-08 00:00:00
48.62508333333334,2011-07-09 00:00:00
52.65454166666666,2011-07-10 00:00:00
77.359625,2011-07-11 00:00:00
73.60958333333333,2011-07-12 00:00:00
53.73020833333333,2011-07-13 00:00:00
67.69479166666666,2011-07-14 00:00:00
51.63558333333333,2011-07-15 00:00:00
57.43299999999999,2011-07-16 00:00:00
64.24362500000001,2011-07-17 00:00:00
65.06016666666667,2011-07-18 00:00:00
56.34966666666668,2011-07-19 00:00:00
54.81166666666667,2011-07-20 00:00:00
53.18741666666666,2011-07-21 00:00:00
46.328125,2011-07-22 00:00:00
60.922499999999985,2011-07-23 00:00:00
25.063,2011-07-24 00:00:00
48.072,2011-07-25 00:00:00
49.17612499999999,2011-07-26 00:00:00
49.36512500000001,2011-07-27 00:00:00
48.311749999999996,2011-07-28 00:00:00
46.00870833333335,2011-07-29 00:00:00
38.93804166666667,2011-07-30 00:00:00
31.847291666666663,2011-07-31 00:00:00
78.8523333333333,2011-08-01 00:00:00
51.226333333333336,2011-08-02 00:00:00
49.34054166666667,2011-08-03 00:00:00
48.67391666666666,2011-08-04 00:00:00
48.73866666666666,2011-08-05 00:00:00
85.16241666666666,2011-08-06 00:00:00
58.28916666666667,2011-08-07 00:00:00
53.87091666666666,2011-08-08 00:00:00
41.38033333333333,2011-08-09 00:00:00
42.85641666666667,2011-08-10 00:00:00
44.423333333333346,2011-08-11 00:00:00
46.87966666666667,2011-08-12 00:00:00
47.24091666666667,2011-08-13 00:00:00
36.877916666666664,2011-08-14 00:00:00
43.99366666666666,2011-08-15 00:00:00
51.135708333333326,2011-08-16 00:00:00
55.13912500000001,2011-08-17 00:00:00
52.86529166666667,2011-08-18 00:00:00
50.11699999999999,2011-08-19 00:00:00
48.11783333333333,2011-08-20 00:00:00
49.48333333333333,2011-08-21 00:00:00
60.274999999999984,2011-08-22 00:00:00
60.231916666666656,2011-08-23 00:00:00
67.38170833333334,2011-08-24 00:00:00
62.910124999999994,2011-08-25 00:00:00
84.46929166666666,2011-08-26 00:00:00
60.748375,2011-08-27 00:00:00
37.708124999999995,2011-08-28 00:00:00
68.21549999999998,2011-08-29 00:00:00
56.307375,2011-08-30 00:00:00
59.25475000000001,2011-08-31 00:00:00
63.94970833333335,2011-09-01 00:00:00
59.42045833333335,2011-09-02 00:00:00
51.97733333333333,2011-09-03 00:00:00
46.30662499999999,2011-09-04 00:00:00
58.54916666666666,2011-09-05 00:00:00
82.21925,2011-09-06 00:00:00
73.46029166666666,2011-09-07 00:00:00
71.43658333333333,2011-09-08 00:00:00
59.83070833333334,2011-09-09 00:00:00
59.058458333333334,2011-09-10 00:00:00
48.846125,2011-09-11 00:00:00
86.72820833333333,2011-09-12 00:00:00
93.06162499999999,2011-09-13 00:00:00
66.38304166666667,2011-09-14 00:00:00
98.22325000000001,2011-09-15 00:00:00
69.06158333333333,2011-09-16 00:00:00
79.77633333333333,2011-09-17 00:00:00
65.03412500000002,2011-09-18 00:00:00
59.25949999999998,2011-09-19 00:00:00
61.56254166666667,2011-09-20 00:00:00
68.41775,2011-09-21 00:00:00
58.712041666666664,2011-09-22 00:00:00
62.818083333333334,2011-09-23 00:00:00
69.11508333333333,2011-09-24 00:00:00
45.92783333333333,2011-09-25 00:00:00
54.88733333333334,2011-09-26 00:00:00
66.74229166666666,2011-09-27 00:00:00
57.605249999999984,2011-09-28 00:00:00
58.903625,2011-09-29 00:00:00
59.028875,2011-09-30 00:00:00
49.91416666666668,2011-10-01 00:00:00
40.46237499999999,2011-10-02 00:00:00
60.02229166666666,2011-10-03 00:00:00
56.052166666666686,2011-10-04 00:00:00
61.63358333333332,2011-10-05 00:00:00
73.62366666666667,2011-10-06 00:00:00
53.343250000000005,2011-10-07 00:00:00
43.4355,2011-10-08 00:00:00
44.314833333333326,2011-10-09 00:00:00
49.16437500000001,2011-10-10 00:00:00
54.56937500000001,2011-10-11 00:00:00
60.332249999999995,2011-10-12 00:00:00
86.36041666666667,2011-10-13 00:00:00
60.164500000000004,2011-10-14 00:00:00
57.81145833333334,2011-10-15 00:00:00
45.63329166666666,2011-10-16 00:00:00
56.395624999999995,2011-10-17 00:00:00
54.49216666666667,2011-10-18 00:00:00
58.86004166666666,2011-10-19 00:00:00
61.623041666666666,2011-10-20 00:00:00
62.674583333333324,2011-10-21 00:00:00
50.85995833333333,2011-10-22 00:00:00
42.839208333333325,2011-10-23 00:00:00
55.54991666666667,2011-10-24 00:00:00
63.968916666666665,2011-10-25 00:00:00
58.9775,2011-10-26 00:00:00
56.86925,2011-10-27 00:00:00
56.833666666666666,2011-10-28 00:00:00
50.84129166666667,2011-10-29 00:00:00
43.680960000000006,2011-10-30 00:00:00
47.49795833333332,2011-10-31 00:00:00
49.55450000000001,2011-11-01 00:00:00
67.39375,2011-11-02 00:00:00
75.30487500000001,2011-11-03 00:00:00
56.427458333333334,2011-11-04 00:00:00
64.41079166666667,2011-11-05 00:00:00
54.886500000000005,2011-11-06 00:00:00
58.018875,2011-11-07 00:00:00
62.406666666666666,2011-11-08 00:00:00
60.57716666666666,2011-11-09 00:00:00
63.79720833333332,2011-11-10 00:00:00
66.18795833333333,2011-11-11 00:00:00
57.36745833333333,2011-11-12 00:00:00
47.490125000000006,2011-11-13 00:00:00
62.30187500000002,2011-11-14 00:00:00
68.86341666666665,2011-11-15 00:00:00
73.03779166666668,2011-11-16 00:00:00
71.76954166666665,2011-11-17 00:00:00
69.09829166666667,2011-11-18 00:00:00
84.33016666666668,2011-11-19 00:00:00
71.363625,2011-11-20 00:00:00
75.072875,2011-11-21 00:00:00
75.79220833333333,2011-11-22 00:00:00
87.07979166666668,2011-11-23 00:00:00
79.130875,2011-11-24 00:00:00
71.70420833333334,2011-11-25 00:00:00
50.85774999999999,2011-11-26 00:00:00
41.12416666666667,2011-11-27 00:00:00
77.87649999999998,2011-11-28 00:00:00
86.25804166666667,2011-11-29 00:00:00
62.04425000000001,2011-11-30 00:00:00
69.21508333333334,2011-12-01 00:00:00
69.24570833333333,2011-12-02 00:00:00
65.97495833333333,2011-12-03 00:00:00
68.08958333333332,2011-12-04 00:00:00
56.673333333333325,2011-12-05 00:00:00
71.1905,2011-12-06 00:00:00
61.89020833333333,2011-12-07 00:00:00
65.726375,2011-12-08 00:00:00
71.51204166666666,2011-12-09 00:00:00
56.604875,2011-12-10 00:00:00
48.764624999999995,2011-12-11 00:00:00
68.300875,2011-12-12 00:00:00
73.82133333333336,2011-12-13 00:00:00
66.34354166666665,2011-12-14 00:00:00
63.74099999999999,2011-12-15 00:00:00
48.503874999999994,2011-12-16 00:00:00
44.545125000000006,2011-12-17 00:00:00
47.383500000000005,2011-12-18 00:00:00
54.28991666666667,2011-12-19 00:00:00
58.26545833333335,2011-12-20 00:00:00
55.85254166666666,2011-12-21 00:00:00
58.58470833333332,2011-12-22 00:00:00
42.753625,2011-12-23 00:00:00
80.97433333333333,2011-12-24 00:00:00
32.35570833333333,2011-12-25 00:00:00
23.941958333333332,2011-12-26 00:00:00
48.006375,2011-12-27 00:00:00
74.47279166666667,2011-12-28 00:00:00
47.067041666666675,2011-12-29 00:00:00
39.068999999999996,2011-12-30 00:00:00
42.81154166666667,2011-12-31 00:00:00
18.94758333333333,2012-01-01 00:00:00
36.069041666666664,2012-01-02 00:00:00
59.187083333333334,2012-01-03 00:00:00
44.466375,2012-01-04 00:00:00
44.500166666666665,2012-01-05 00:00:00
34.435291666666664,2012-01-06 00:00:00
71.99429166666667,2012-01-07 00:00:00
54.87308333333334,2012-01-08 00:00:00
52.41795833333334,2012-01-09 00:00:00
52.533374999999985,2012-01-10 00:00:00
47.64137500000001,2012-01-11 00:00:00
74.69687499999999,2012-01-12 00:00:00
51.118750000000006,2012-01-13 00:00:00
44.59433333333333,2012-01-14 00:00:00
45.66579166666667,2012-01-15 00:00:00
53.32954166666667,2012-01-16 00:00:00
59.30091666666667,2012-01-17 00:00:00
76.92304166666668,2012-01-18 00:00:00
65.42095833333333,2012-01-19 00:00:00
73.01366666666668,2012-01-20 00:00:00
55.668000000000006,2012-01-21 00:00:00
49.48029166666666,2012-01-22 00:00:00
53.36650000000001,2012-01-23 00:00:00
100.08204166666667,2012-01-24 00:00:00
53.800625,2012-01-25 00:00:00
78.62500000000001,2012-01-26 00:00:00
64.94570833333333,2012-01-27 00:00:00
56.29570833333333,2012-01-28 00:00:00
47.70833333333334,2012-01-29 00:00:00
51.28670833333334,2012-01-30 00:00:00
65.505125,2012-01-31 00:00:00
52.015375000000006,2012-02-01 00:00:00
59.617,2012-02-02 00:00:00
68.43783333333333,2012-02-03 00:00:00
80.58366666666667,2012-02-04 00:00:00
53.737125,2012-02-05 00:00:00
74.11274999999999,2012-02-06 00:00:00
77.51870833333334,2012-02-07 00:00:00
96.76541666666667,2012-02-08 00:00:00
90.64383333333335,2012-02-09 00:00:00
91.332625,2012-02-10 00:00:00
109.91824999999999,2012-02-11 00:00:00
90.401875,2012-02-12 00:00:00
89.20758333333333,2012-02-13 00:00:00
100.2795,2012-02-14 00:00:00
79.16808333333334,2012-02-15 00:00:00
145.04512499999998,2012-02-16 00:00:00
64.30145833333334,2012-02-17 00:00:00
53.500874999999986,2012-02-18 00:00:00
56.015625,2012-02-19 00:00:00
86.03154166666667,2012-02-20 00:00:00
72.102125,2012-02-21 00:00:00
76.51275,2012-02-22 00:00:00
98.83754166666667,2012-02-23 00:00:00
49.749291666666664,2012-02-24 00:00:00
73.736,2012-02-25 00:00:00
53.817874999999994,2012-02-26 00:00:00
51.88845833333332,2012-02-27 00:00:00
46.40645833333334,2012-02-28 00:00:00
57.96145833333333,2012-02-29 00:00:00
49.04441666666667,2012-03-01 00:00:00
52.16812499999998,2012-03-02 00:00:00
48.096000000000004,2012-03-03 00:00:00
37.89908333333333,2012-03-04 00:00:00
49.33233333333334,2012-03-05 00:00:00
64.71179166666666,2012-03-06 00:00:00
73.046875,2012-03-07 00:00:00
69.946375,2012-03-08 00:00:00
60.85891666666666,2012-03-09 00:00:00
58.80424999999999,2012-03-10 00:00:00
43.07295833333333,2012-03-11 00:00:00
49.87654166666667,2012-03-12 00:00:00
56.264416666666655,2012-03-13 00:00:00
60.20162500000001,2012-03-14 00:00:00
46.05316666666667,2012-03-15 00:00:00
48.78325,2012-03-16 00:00:00
38.412625,2012-03-17 00:00:00
34.06966666666667,2012-03-18 00:00:00
43.05104166666667,2012-03-19 00:00:00
46.87199999999999,2012-03-20 00:00:00
45.476874999999986,2012-03-21 00:00:00
45.18004166666666,2012-03-22 00:00:00
43.55375,2012-03-23 00:00:00
39.52887499999999,2012-03-24 00:00:00
26.733869565217393,2012-03-25 00:00:00
43.721833333333336,2012-03-26 00:00:00
56.81187500000001,2012-03-27 00:00:00
38.39612499999999,2012-03-28 00:00:00
49.150041666666674,2012-03-29 00:00:00
51.84316666666667,2012-03-30 00:00:00
27.661083333333337,2012-03-31 00:00:00
80.65262500000001,2012-04-01 00:00:00
69.82104166666667,2012-04-02 00:00:00
53.119875,2012-04-03 00:00:00
70.81670833333332,2012-04-04 00:00:00
56.349291666666666,2012-04-05 00:00:00
61.02941666666666,2012-04-06 00:00:00
35.24583333333333,2012-04-07 00:00:00
23.653666666666666,2012-04-08 00:00:00
19.948791666666665,2012-04-09 00:00:00
64.73520833333335,2012-04-10 00:00:00
83.35525000000001,2012-04-11 00:00:00
59.06187499999999,2012-04-12 00:00:00
50.38283333333334,2012-04-13 00:00:00
49.39608333333333,2012-04-14 00:00:00
32.99945833333334,2012-04-15 00:00:00
47.711666666666666,2012-04-16 00:00:00
99.41820833333333,2012-04-17 00:00:00
52.1565,2012-04-18 00:00:00
52.199541666666676,2012-04-19 00:00:00
56.55916666666667,2012-04-20 00:00:00
45.281749999999995,2012-04-21 00:00:00
37.468624999999996,2012-04-22 00:00:00
55.126208333333324,2012-04-23 00:00:00
53.30208333333334,2012-04-24 00:00:00
44.33479166666666,2012-04-25 00:00:00
44.206916666666665,2012-04-26 00:00:00
43.23012500000001,2012-04-27 00:00:00
38.64645833333333,2012-04-28 00:00:00
25.613416666666666,2012-04-29 00:00:00
36.66266666666666,2012-04-30 00:00:00
26.68854166666667,2012-05-01 00:00:00
47.36525,2012-05-02 00:00:00
51.80225000000001,2012-05-03 00:00:00
45.7585,2012-05-04 00:00:00
38.014624999999995,2012-05-05 00:00:00
31.284708333333338,2012-05-06 00:00:00
46.56354166666667,2012-05-07 00:00:00
41.78916666666667,2012-05-08 00:00:00
48.44770833333334,2012-05-09 00:00:00
44.29695833333333,2012-05-10 00:00:00
45.746916666666664,2012-05-11 00:00:00
43.890750000000004,2012-05-12 00:00:00
29.496249999999993,2012-05-13 00:00:00
41.56887500000001,2012-05-14 00:00:00
46.41358333333332,2012-05-15 00:00:00
46.36295833333333,2012-05-16 00:00:00
55.63708333333332,2012-05-17 00:00:00
54.508833333333335,2012-05-18 00:00:00
59.41312499999999,2012-05-19 00:00:00
28.965374999999998,2012-05-20 00:00:00
37.74279166666667,2012-05-21 00:00:00
41.511041666666664,2012-05-22 00:00:00
46.869708333333335,2012-05-23 00:00:00
40.63966666666666,2012-05-24 00:00:00
41.825791666666674,2012-05-25 00:00:00
44.91545833333333,2012-05-26 00:00:00
18.21858333333333,2012-05-27 00:00:00
23.684041666666662,2012-05-28 00:00:00
37.415375,2012-05-29 00:00:00
45.37320833333334,2012-05-30 00:00:00
46.65329166666667,2012-05-31 00:00:00
41.912749999999996,2012-06-01 00:00:00
39.854375,2012-06-02 00:00:00
27.260416666666668,2012-06-03 00:00:00
43.79091666666667,2012-06-04 00:00:00
43.75083333333333,2012-06-05 00:00:00
47.238708333333335,2012-06-06 00:00:00
42.28991666666666,2012-06-07 00:00:00
40.44470833333333,2012-06-08 00:00:00
28.311999999999998,2012-06-09 00:00:00
27.321249999999992,2012-06-10 00:00:00
45.591208333333334,2012-06-11 00:00:00
45.34825,2012-06-12 00:00:00
48.56108333333335,2012-06-13 00:00:00
46.27754166666667,2012-06-14 00:00:00
42.093041666666664,2012-06-15 00:00:00
33.585,2012-06-16 00:00:00
20.491708333333335,2012-06-17 00:00:00
40.48979166666667,2012-06-18 00:00:00
50.34766666666667,2012-06-19 00:00:00
51.27491666666666,2012-06-20 00:00:00
57.51225,2012-06-21 00:00:00
39.717666666666666,2012-06-22 00:00:00
61.04891666666666,2012-06-23 00:00:00
35.26483333333333,2012-06-24 00:00:00
41.00775000000001,2012-06-25 00:00:00
53.04220833333333,2012-06-26 00:00:00
49.49945833333334,2012-06-27 00:00:00
56.714500000000015,2012-06-28 00:00:00
49.65195833333332,2012-06-29 00:00:00
33.952625000000005,2012-06-30 00:00:00
54.81483333333333,2012-07-01 00:00:00
76.82316666666667,2012-07-02 00:00:00
116.72779166666669,2012-07-03 00:00:00
81.96620833333334,2012-07-04 00:00:00
53.69933333333333,2012-07-05 00:00:00
93.74233333333335,2012-07-06 00:00:00
52.69316666666668,2012-07-07 00:00:00
45.580583333333344,2012-07-08 00:00:00
87.082125,2012-07-09 00:00:00
79.19541666666667,2012-07-10 00:00:00
89.5205833333333,2012-07-11 00:00:00
56.225875,2012-07-12 00:00:00
61.402208333333334,2012-07-13 00:00:00
49.09566666666666,2012-07-14 00:00:00
25.476583333333327,2012-07-15 00:00:00
45.11708333333334,2012-07-16 00:00:00
